,year,property_type,Electricity,Gas,Greenhouse Gas
368,2022,Outpatient Rehabilitation/Physical Therapy,53081.39199342466,71810.47054938874,11.036714946900695
369,2022,Performing Arts,42259.2044627127,27410.964870669985,7.748988990729253
370,2022,Pre-school/Daycare,52290.57107332999,30119.75920627423,8.487010580217891
371,2022,Prison/Incarceration,32381.385744618477,71282.43745520482,8.054755569552288
372,2022,Residence Hall/Dormitory,26231.886856359895,23372.678330107214,7.229844556949644
373,2022,Residential Care Facility,33087.49717384063,69955.53561709973,8.106401096073483
374,2022,Retail Store,45131.949830842736,29794.046538432318,7.640057023887205
375,2022,Senior Living Community,32884.745552268985,68440.88285024145,7.966607904123286
376,2022,Social/Meeting Hall,42028.57930957189,10691.119133574008,14.078846246773026
377,2022,Strip Mall,35891.51398447549,28436.936115796776,6.2378185468756815
378,2022,Supermarket/Grocery Store,127181.85909920168,92670.23802109448,21.69973179500981
379,2022,Urgent Care/Clinic/Other Outpatient,15158.656579256693,19344.258511252163,3.0240858284712875
380,2022,Vehicle Dealership,34092.644038564664,49508.058437502565,7.120015351653411
381,2022,Wholesale Club/Supercenter,25938.197882276094,23016.939592684772,4.639061264624654
382,2022,Worship Facility,23868.87350758503,229016.44906230588,16.3924820281268
