,year,community,property_type,area,built_year,electricity,gas,ghg,latitude,longitude,treated,ghg_efficiency,elec_efficiency,gas_efficiency,lat_bin,lon_bin,type of efficiency
23938,2022,NEAR WEST SIDE,Office,74666.0,1937.0,5569300.9,0.0,733.6,41.882872795851405,-87.65674619589271,0,9.825087723997536,74589.51731711891,0.0,41.88,-87.66,Greenhouse Gas
21247,2022,ALBANY PARK,K-12 School,86480.0,1931.0,1986735.9,11061950.2,849.2,41.97160604981699,-87.72464138821852,0,9.819611470860314,22973.356845513412,127913.39269195189,41.97,-87.73,Greenhouse Gas
21372,2022,NEAR NORTH SIDE,Hotel,116000.0,2018.0,5973618.7,6631653.4,1139.0,41.89348296915108,-87.62193059128795,0,9.818965517241379,51496.71293103449,57169.42586206897,41.89,-87.63,Greenhouse Gas
21986,2022,LOOP,Office,70680.0,1900.0,4080171.0,2934565.1,693.3,41.88248142730001,-87.62607682690941,0,9.80899830220713,57727.37691001698,41519.030843237124,41.88,-87.63,Greenhouse Gas
21795,2022,KENWOOD,Multifamily Housing,59310.0,1950.0,3795302.6,1538730.0,581.6,41.80352857655083,-87.58567548493471,0,9.806103523857697,63990.93913336706,25943.854324734446,41.8,-87.59,Greenhouse Gas
22863,2022,DOUGLAS,Multifamily Housing,247000.0,1972.0,4509094.2,34379525.0,2420.0,41.8447470645839,-87.6219669685409,0,9.79757085020243,18255.44210526316,139188.36032388662,41.84,-87.63,Greenhouse Gas
22208,2022,EDGEWATER,K-12 School,291204.0,1913.0,10047600.3,28788159.4,2852.5,41.989050628507,-87.66526222088731,0,9.795538522822488,34503.647958132446,98859.07954561063,41.98,-87.67,Greenhouse Gas
22225,2022,LOOP,Office,90318.0,1912.0,6717194.9,0.0,884.7,41.88186093773841,-87.631563844886,0,9.795389623330896,74372.71529484709,0.0,41.88,-87.64,Greenhouse Gas
22287,2022,NEAR WEST SIDE,Residential Care Facility,150000.0,1890.0,7110245.5,10028071.4,1469.2,41.8831927007459,-87.65096297397184,0,9.794666666666666,47401.636666666665,66853.80933333332,41.88,-87.66,Greenhouse Gas
23274,2022,WEST TOWN,Multifamily Housing,52240.0,2005.0,2488399.3,3436200.1,510.3,41.90287807898559,-87.6896325218596,0,9.768376722817765,47633.98353751913,65777.18415007656,41.9,-87.69,Greenhouse Gas
22578,2022,OAKLAND,Multifamily Housing,73000.0,2013.0,3538719.4,4631339.9,712.1,41.82635958660416,-87.60796701189088,0,9.754794520547946,48475.60821917808,63443.01232876712,41.82,-87.61,Greenhouse Gas
23452,2022,LOOP,Office,222125.0,1914.0,12138101.9,10692048.6,2166.7,41.882754628874906,-87.62453527696043,0,9.754417557681485,54645.36589758019,48135.27788407428,41.88,-87.63,Greenhouse Gas
21972,2022,WOODLAWN,Office,66084.0,1970.0,2743548.5,0.0,641.8,41.78420897848061,-87.60238292698212,1,9.7118818473458,41516.078021911504,0.0,41.78,-87.61,Greenhouse Gas
23777,2022,NEAR NORTH SIDE,Hotel,106200.0,2012.0,6298838.9,3743400.0,1028.5,41.89165895947347,-87.622204397567,0,9.684557438794727,59311.10075329567,35248.587570621465,41.89,-87.63,Greenhouse Gas
22688,2022,NEAR SOUTH SIDE,Multifamily Housing,31672.0,1900.0,1404358.7,2270764.5,305.6,41.854194600841694,-87.62538153401586,0,9.648901237686285,44340.701566052034,71696.27746905785,41.85,-87.63,Greenhouse Gas
24101,2022,LOOP,College/University,91447.0,1925.0,4999455.1,4134131.4,878.1,41.8740153918001,-87.62436900970008,0,9.602283289774405,54670.52062943563,45207.94996008617,41.87,-87.63,Greenhouse Gas
23857,2022,WOODLAWN,Residence Hall/Dormitory,338679.0,2009.0,10782060.4,1018042.0,3246.6,41.7849935307477,-87.60102212143794,1,9.58606822389342,31835.63315115493,3005.920059997815,41.78,-87.61,Greenhouse Gas
21840,2022,HYDE PARK,College/University,484154.0,2004.0,23377090.6,980518.0,4639.5,41.78936441141914,-87.59626269511155,0,9.582694762410307,48284.41074534136,2025.219248420957,41.78,-87.6,Greenhouse Gas
21304,2022,OHARE,Office,112700.0,1989.0,8199122.5,0.0,1079.9,41.97925512294133,-87.84539909327289,0,9.582076308784384,72751.75244010647,0.0,41.97,-87.85,Greenhouse Gas
23120,2022,LOOP,Office,95800.0,1912.0,6967920.4,0.0,917.8,41.871613134774584,-87.62578507303509,0,9.580375782881001,72734.03340292277,0.0,41.87,-87.63,Greenhouse Gas
22773,2022,DUNNING,Strip Mall,278429.0,1963.0,17259847.1,7372836.0,2665.0,41.95302136277807,-87.7869561311957,0,9.571560433719188,61990.11992285287,26480.129584202798,41.95,-87.79,Greenhouse Gas
20979,2022,LOOP,Hotel,537323.0,1990.0,23912831.2,37491199.7,5141.0,41.88670422864661,-87.62805355978018,0,9.56780186219462,44503.64343234888,69774.0459649038,41.88,-87.63,Greenhouse Gas
22342,2022,LINCOLN PARK,Hotel,96642.0,1980.0,5093004.5,4778666.9,924.6,41.91524998684686,-87.63429326814013,0,9.567268889302788,52699.700958175534,49447.102708967126,41.91,-87.64,Greenhouse Gas
24418,2022,ROGERS PARK,Multifamily Housing,129430.0,1980.0,2605724.4,16850916.5,1238.2,42.00805758118193,-87.66355976029153,1,9.566561075484818,20132.30626593525,130193.2820829792,42.0,-87.67,Greenhouse Gas
20919,2022,LINCOLN PARK,College/University,50174.0,1989.0,2130637.1,3745124.1,479.6,41.92432721066951,-87.65342424243978,0,9.558735600111612,42464.96392553912,74642.72531590067,41.92,-87.66,Greenhouse Gas
22418,2022,ENGLEWOOD,K-12 School,85881.0,1894.0,3224039.8,7389309.9,817.1,41.774371138873455,-87.65329645600127,1,9.514327965440552,37540.78084791747,86041.26523910994,41.77,-87.66,Greenhouse Gas
21849,2022,ROSELAND,K-12 School,100000.0,2008.0,5786594.9,3562089.7,951.4,41.705376700184814,-87.62932537782362,1,9.514,57865.949,35620.897,41.7,-87.63,Greenhouse Gas
21351,2022,LINCOLN PARK,College/University,117435.0,1999.0,5881861.2,6434194.9,1116.5,41.92279085155333,-87.65337746468617,0,9.507387065184995,50086.100395963724,54789.414569762004,41.92,-87.66,Greenhouse Gas
21348,2022,BRIDGEPORT,Multifamily Housing,116813.0,2007.0,4077521.1,10781516.0,1109.7,41.831724396177286,-87.6462763924342,0,9.499798823761054,34906.398260467584,92297.22719217895,41.83,-87.65,Greenhouse Gas
24008,2022,OAKLAND,K-12 School,74828.0,1963.0,2367651.6,7499630.2,710.2,41.8277051679405,-87.60847172435795,0,9.491099588389373,31641.251937777306,100224.91847971348,41.82,-87.61,Greenhouse Gas
21272,2022,PULLMAN,K-12 School,272651.0,1974.0,15854884.9,9371140.1,2586.1,41.7073909624871,-87.60307842087005,0,9.485019310400475,58150.84081848224,34370.459305119,41.7,-87.61,Greenhouse Gas
23447,2022,ROGERS PARK,K-12 School,85500.0,2003.0,3383608.5,6850980.1,809.6,42.00767532654227,-87.67315752708828,1,9.469005847953218,39574.36842105263,80128.42222222222,42.0,-87.68,Greenhouse Gas
24359,2022,LINCOLN PARK,College/University,51170.0,2000.0,3675082.2,5654.0,484.4,41.92320471601885,-87.64853523555824,0,9.466484268125853,71821.0318546023,110.49443033027165,41.92,-87.65,Greenhouse Gas
23088,2022,LOOP,College/University,66796.0,1927.0,3059288.3,4318507.5,632.3,41.8694038085676,-87.62483710502343,0,9.466135696748307,45800.471585124855,64652.18725672196,41.86,-87.63,Greenhouse Gas
21689,2022,DOUGLAS,Multifamily Housing,309457.0,1956.0,2798894.2,48097442.6,2923.3,41.83475713364565,-87.61700965313045,0,9.446546693078522,9044.53348930546,155425.2855808723,41.83,-87.62,Greenhouse Gas
20953,2022,NEAR WEST SIDE,Office,186957.7,1915.0,13408061.5,0.0,1766.0,41.878043475002826,-87.64818021093538,0,9.445986979942521,71717.08627138652,0.0,41.87,-87.65,Greenhouse Gas
24318,2022,HYDE PARK,Office,90125.0,1949.0,2485185.9,8679.0,849.5,41.78954209302979,-87.6011150679982,0,9.425797503467406,27574.87822468793,96.29958391123441,41.78,-87.61,Greenhouse Gas
21731,2022,GAGE PARK,K-12 School,140838.0,1926.0,6044822.0,9993989.2,1327.0,41.79774018818434,-87.68917624450235,1,9.422172993084253,42920.39080361834,70960.88555645493,41.79,-87.69,Greenhouse Gas
21596,2022,NEAR NORTH SIDE,Multifamily Housing,210740.0,2006.0,7414582.2,18987258.4,1985.1,41.90068798554529,-87.62949724857376,0,9.419664040998386,35183.55414254532,90098.02790167979,41.9,-87.63,Greenhouse Gas
21260,2022,NEAR NORTH SIDE,Office,130007.0,1998.0,8364657.6,2310124.0,1224.4,41.89564364052393,-87.63863235213249,0,9.41795441783904,64340.05553547117,17769.227810810185,41.89,-87.64,Greenhouse Gas
21913,2022,EDGEWATER,Multifamily Housing,156035.0,1928.0,2997577.5,20186139.1,1467.0,41.98336468408144,-87.65674964609613,0,9.401736789822797,19210.930240010253,129369.30240010255,41.98,-87.66,Greenhouse Gas
22328,2022,UPTOWN,Multifamily Housing,55300.0,1929.0,1002409.6,7287590.8,519.1,41.96463128618272,-87.66115311080515,0,9.386980108499097,18126.75587703436,131782.83544303797,41.96,-87.67,Greenhouse Gas
23069,2022,WOODLAWN,Office,93852.0,2001.0,4654496.1,0.0,880.3,41.78599540939683,-87.59039689335319,1,9.379661594851468,49594.00012786088,0.0,41.78,-87.6,Greenhouse Gas
22974,2022,HYDE PARK,Library,168656.0,1984.0,5079760.7,9229.0,1581.8,41.790484877661015,-87.60143047394754,0,9.378853998671852,30119.06306327673,54.720851911583345,41.79,-87.61,Greenhouse Gas
22637,2022,OHARE,Hotel,515556.0,1970.0,18031372.4,15255857.2,4832.3,41.97620113902387,-87.90530912510346,0,9.37298760949344,34974.614590849495,29591.07681803722,41.97,-87.91,Greenhouse Gas
21161,2022,AUSTIN,Multifamily Housing,62250.0,1930.0,2854373.4,3903827.0,583.3,41.879985773471944,-87.77409844314116,1,9.37028112449799,45853.38795180723,62712.080321285146,41.87,-87.78,Greenhouse Gas
23441,2022,NEAR NORTH SIDE,Office,61971.0,1872.0,1922041.0,6139200.2,579.2,41.89151551587524,-87.63119706794457,0,9.346307143663973,31015.168385212437,99065.69524454988,41.89,-87.64,Greenhouse Gas
23605,2022,RIVERDALE,Multifamily Housing,1182400.0,1945.0,47992217.3,109243642.4,11050.6,41.65913314215221,-87.59988587809623,0,9.345906630581867,40588.81706698241,92391.44316644114,41.65,-87.6,Greenhouse Gas
24433,2022,NEAR NORTH SIDE,Multifamily Housing,415260.0,1985.0,24012856.0,13506099.9,3880.2,41.89255915853085,-87.61605888078522,0,9.344025429851177,57826.075229976406,32524.442277127582,41.89,-87.62,Greenhouse Gas
24454,2022,UPTOWN,K-12 School,53422.0,1963.0,2540906.1,3075900.0,498.0,41.95997841282448,-87.64971223286679,0,9.322002171390064,47562.91602710494,57577.40256823032,41.95,-87.65,Greenhouse Gas
23101,2022,LOOP,Hotel,135000.0,2007.0,8028179.8,3783299.7,1258.4,41.88181876616734,-87.62635317290135,0,9.321481481481483,59467.99851851852,28024.442222222224,41.88,-87.63,Greenhouse Gas
24107,2022,NEAR NORTH SIDE,Office,107000.0,1910.0,7246187.0,786700.0,996.2,41.89014905739634,-87.62968193091437,0,9.310280373831777,67721.37383177571,7352.33644859813,41.89,-87.63,Greenhouse Gas
20956,2022,AUSTIN,Senior Living Community,139114.0,1980.0,4499001.6,13219880.1,1294.8,41.87677135996502,-87.75477136468453,1,9.307474445418865,32340.39420906594,95029.11353278605,41.87,-87.76,Greenhouse Gas
21611,2022,LOOP,Office,434169.0,1961.0,19655171.8,27293652.7,4038.6,41.87814785854393,-87.62557273455765,0,9.301907782453377,45270.78579999955,62864.12134445342,41.87,-87.63,Greenhouse Gas
23224,2022,WOODLAWN,Office,59741.0,1966.0,1450444.6,0.0,555.7,41.784989822745914,-87.60131540111486,1,9.301819520932025,24278.880500828578,0.0,41.78,-87.61,Greenhouse Gas
22536,2022,NEAR NORTH SIDE,Hotel,353000.0,2008.0,15342491.4,23746202.2,3282.1,41.88926952817214,-87.62973533104446,0,9.297733711048158,43463.14844192635,67269.69461756374,41.88,-87.63,Greenhouse Gas
22203,2022,LAKEVIEW,Multifamily Housing,84486.0,1903.0,1623353.6,10720776.3,783.3,41.938815437339784,-87.64320749893888,0,9.271358568283501,19214.46866936534,126894.11618493006,41.93,-87.65,Greenhouse Gas
21955,2022,NEAR NORTH SIDE,Multifamily Housing,915001.0,1971.0,31514441.0,81171610.1,8462.3,41.89332118867334,-87.61896718885811,0,9.248405192999787,34441.97438035587,88712.04523273744,41.89,-87.62,Greenhouse Gas
22906,2022,NEAR NORTH SIDE,Hotel,1273000.0,1990.0,79468097.3,24530899.7,11770.0,41.88945828010943,-87.62036837642913,0,9.245875883739199,62425.84234092694,19270.149018067557,41.88,-87.63,Greenhouse Gas
23769,2022,WEST RIDGE,Multifamily Housing,333000.0,1968.0,7018739.8,40489233.0,3075.0,42.00920600888778,-87.70907630836571,0,9.234234234234233,21077.296696696696,121589.28828828828,42.0,-87.71,Greenhouse Gas
22903,2022,LOOP,Hotel,314666.0,1910.0,13788406.3,20379942.1,2898.6,41.873659257025864,-87.62435949812338,0,9.211672058627242,43819.18065504377,64766.90236631857,41.87,-87.63,Greenhouse Gas
21098,2022,CHATHAM,K-12 School,284691.0,2003.0,13970696.4,14720339.7,2622.0,41.74429713306096,-87.63575609207416,1,9.209985563294941,49073.1930408759,51706.37533325605,41.74,-87.64,Greenhouse Gas
23403,2022,NEAR NORTH SIDE,Hotel,949542.0,1990.0,41423282.1,61510001.5,8723.1,41.892140783720365,-87.62431278442189,0,9.186639453547079,43624.486436618914,64778.60010405017,41.89,-87.63,Greenhouse Gas
21253,2022,EDGEWATER,K-12 School,109399.0,1914.0,4176114.1,8556819.6,1004.5,41.98915734238827,-87.65833342161731,0,9.181985210102468,38173.238329418,78216.61623963655,41.98,-87.66,Greenhouse Gas
22103,2022,SOUTH LAWNDALE,K-12 School,71668.0,1911.0,2269290.5,6729990.1,656.4,41.84559877503448,-87.73122946468891,1,9.158899369314058,31663.929508288216,93905.09153318076,41.84,-87.74,Greenhouse Gas
21082,2022,LAKEVIEW,K-12 School,60718.0,1978.0,4201854.3,28800.0,555.0,41.95283701350835,-87.65097549411013,0,9.140617279884054,69202.77841826147,474.3239237129023,41.95,-87.66,Greenhouse Gas
21500,2022,NEAR NORTH SIDE,Multifamily Housing,122400.0,1962.0,3800906.8,11619300.3,1117.8,41.898227095018186,-87.62731078276174,0,9.13235294117647,31053.160130718956,94928.92401960785,41.89,-87.63,Greenhouse Gas
22924,2022,UPTOWN,K-12 School,260140.0,1973.0,13408989.0,11423780.4,2372.9,41.95680712260342,-87.64611750224417,0,9.12162681632967,51545.27946490351,43913.97093872531,41.95,-87.65,Greenhouse Gas
22170,2022,HUMBOLDT PARK,K-12 School,224604.0,2009.0,12375835.9,7879069.8,2048.6,41.889932183746026,-87.70895137347912,1,9.120941746362487,55100.69232961123,35079.828498156756,41.88,-87.71,Greenhouse Gas
22677,2022,LOOP,College/University,66358.0,1930.0,4313759.6,686682.9,604.7,41.87004168511962,-87.62604139827279,0,9.112691762862053,65007.378160884895,10348.155459778774,41.87,-87.63,Greenhouse Gas
23678,2022,NEAR NORTH SIDE,Retail Store,176600.0,2000.0,12106594.8,244400.0,1607.6,41.89497951109999,-87.62439997045513,0,9.103057757644393,68553.7644394111,1383.9184597961496,41.89,-87.63,Greenhouse Gas
22861,2022,NEAR WEST SIDE,Office,979270.0,1918.0,59489685.2,20196811.4,8908.4,41.88356531275924,-87.63963728368087,0,9.096980403770155,60749.0122233909,20624.354263890447,41.88,-87.64,Greenhouse Gas
21739,2022,LAKEVIEW,Office,247887.0,2017.0,8872500.4,20433740.4,2254.0,41.948894492280026,-87.65681760203104,0,9.092852791796263,35792.51997886134,82431.67410957412,41.94,-87.66,Greenhouse Gas
21179,2022,HYDE PARK,Hotel,78269.0,2018.0,3841765.4,3856900.9,710.9,41.799407007641115,-87.59128321240976,0,9.082778622443112,49084.12526032018,49277.50322605374,41.79,-87.6,Greenhouse Gas
22381,2022,NEAR WEST SIDE,K-12 School,74135.0,1989.0,2925486.2,5417750.0,673.1,41.87432723603784,-87.66097599414576,0,9.079382208133811,39461.606528630204,73079.51709718756,41.87,-87.67,Greenhouse Gas
23044,2022,LOOP,Office,4600624.0,1973.0,301223757.5,39373682.6,41766.8,41.87856015362371,-87.63652387205532,0,9.078507611141447,65474.54377927863,8558.335260608126,41.87,-87.64,Greenhouse Gas
22690,2022,NEAR NORTH SIDE,Office,149011.0,1912.0,3611731.7,16499399.1,1352.1,41.89087159255903,-87.62977598499305,0,9.073826764467052,24238.020683036822,110726.0477414419,41.89,-87.63,Greenhouse Gas
20945,2022,ASHBURN,K-12 School,98776.0,2000.0,5147060.0,4097419.7,895.6,41.75348432246293,-87.70875286894322,0,9.066979833157852,52108.406900461654,41481.9358953592,41.75,-87.71,Greenhouse Gas
24160,2022,GREATER GRAND CROSSING,Senior Living Community,97394.0,1990.0,3526676.3,7841478.0,881.0,41.768929872013416,-87.63208346917341,0,9.045731769924224,36210.406185185944,80512.94740949135,41.76,-87.64,Greenhouse Gas
21961,2022,LOOP,Hotel,907563.0,1911.0,34248190.5,57701611.0,8200.8,41.87910993900291,-87.6324304276455,0,9.036066917668524,37736.433173234254,63578.6287012582,41.87,-87.64,Greenhouse Gas
22941,2022,LINCOLN PARK,College/University,77485.0,1968.0,1797768.2,8703354.1,699.1,41.92231965187452,-87.65457563630312,0,9.02239143059947,23201.499645092597,112323.08317738917,41.92,-87.66,Greenhouse Gas
21210,2022,CHATHAM,Retail Store,103580.0,1997.0,3886266.8,7944930.9,933.9,41.7362616993756,-87.62906471642536,1,9.016219347364357,37519.470940335974,76703.3297933964,41.73,-87.63,Greenhouse Gas
22132,2022,HUMBOLDT PARK,Other - Specialty Hospital,97684.0,1964.0,4176971.8,6203600.1,879.7,41.89056922593429,-87.71998387578803,1,9.00556897751935,42760.040538880465,63506.81892633389,41.89,-87.72,Greenhouse Gas
23071,2022,NEAR NORTH SIDE,Multifamily Housing,349676.0,1974.0,18907783.3,12389257.8,3148.5,41.91115787985893,-87.6275133056584,0,9.0040494629314,54072.293494549245,35430.6781134536,41.91,-87.63,Greenhouse Gas
21289,2022,NEAR NORTH SIDE,Hotel,782000.0,1929.0,28072532.6,62934262.7,7040.3,41.891120593048875,-87.62398870432278,0,9.00294117647059,35898.37928388747,80478.59680306906,41.89,-87.63,Greenhouse Gas
21318,2022,LOGAN SQUARE,Multifamily Housing,85742.0,2006.0,4970751.3,2199600.0,771.5,41.91735291076359,-87.72006847919312,0,8.997924004571855,57973.35378227706,25653.705301952366,41.91,-87.73,Greenhouse Gas
23057,2022,EDGEWATER,Multifamily Housing,102000.0,1960.0,2212524.3,11769348.3,916.5,41.99294557151752,-87.65562269610459,0,8.985294117647058,21691.41470588235,115385.76764705883,41.99,-87.66,Greenhouse Gas
22336,2022,SOUTH LAWNDALE,K-12 School,67900.0,1980.0,4623058.7,0.0,608.9,41.85077574719224,-87.70507546845604,1,8.96759941089838,68086.28424153167,0.0,41.85,-87.71,Greenhouse Gas
23008,2022,NEAR WEST SIDE,Office,110000.0,1955.0,4896354.4,5664390.9,986.0,41.86690583756181,-87.6733159162735,0,8.963636363636363,44512.31272727273,51494.46272727273,41.86,-87.68,Greenhouse Gas
23140,2022,NEAR WEST SIDE,Multifamily Housing,128820.0,2018.0,6481427.2,5642077.0,1153.4,41.88008566659281,-87.66505441566734,0,8.953578636857632,50313.82704548983,43798.144698028256,41.88,-87.67,Greenhouse Gas
22494,2022,SOUTH LAWNDALE,K-12 School,73770.0,1996.0,3911605.6,2706080.3,658.9,41.84368588443654,-87.71735516257186,1,8.931815100989562,53024.34051782568,36682.666395553744,41.84,-87.72,Greenhouse Gas
23367,2022,KENWOOD,Multifamily Housing,59310.0,1950.0,1713153.0,5716948.6,529.3,41.80424813614367,-87.58624184652261,0,8.924296071488786,28884.724329792614,96390.97285449333,41.8,-87.59,Greenhouse Gas
21626,2022,NEAR SOUTH SIDE,Multifamily Housing,313446.0,1981.0,19364345.8,4634441.9,2796.7,41.86706145293373,-87.62429155657351,0,8.922430019843928,61778.889505688385,14785.455548962183,41.86,-87.63,Greenhouse Gas
21422,2022,NEAR NORTH SIDE,Hotel,638407.0,1963.0,26148716.1,42277397.1,5689.7,41.89953902796158,-87.62398900032618,0,8.912339620336242,40959.31921172544,66223.26681881622,41.89,-87.63,Greenhouse Gas
21578,2022,LOOP,Multifamily Housing,121000.0,1891.0,8158345.7,0.0,1074.6,41.87633486491367,-87.62910127962442,0,8.88099173553719,67424.34462809918,0.0,41.87,-87.63,Greenhouse Gas
22817,2022,NEAR NORTH SIDE,Hotel,106734.0,1927.0,5053091.6,5294689.5,946.8,41.89926447117555,-87.62737959842903,0,8.870650401933778,47342.84857683587,49606.40002248581,41.89,-87.63,Greenhouse Gas
21499,2022,LOOP,Office,638592.0,1906.0,30261113.0,31472398.6,5657.5,41.88370017254781,-87.63106512309899,0,8.859334285427941,47387.24099268391,49284.04771747846,41.88,-87.64,Greenhouse Gas
24269,2022,NEAR NORTH SIDE,Multifamily Housing,768513.0,1999.0,49167141.6,6213722.7,6806.1,41.896790572038725,-87.62438065544357,0,8.856193714354866,63976.98100097201,8085.383981793411,41.89,-87.63,Greenhouse Gas
23376,2022,GAGE PARK,K-12 School,89103.0,1928.0,3957476.2,5030369.9,788.4,41.78750498738121,-87.70814200720271,1,8.848186929733005,44414.623525582756,56455.67377080458,41.78,-87.71,Greenhouse Gas
22899,2022,LINCOLN SQUARE,Multifamily Housing,50139.0,1906.0,798627.6,6370331.2,443.5,41.9652062240582,-87.67774440481621,0,8.845409760864795,15928.27140549273,127053.41550489639,41.96,-87.68,Greenhouse Gas
24079,2022,NEAR NORTH SIDE,Office,78868.0,1912.0,2877517.0,5993000.1,697.3,41.891529054180275,-87.63025341890864,0,8.841355175736673,36485.228483034945,75987.72759547597,41.89,-87.64,Greenhouse Gas
22515,2022,NORWOOD PARK,Senior Living Community,89268.0,1998.0,3716613.5,5639999.9,789.1,41.9881684017187,-87.81162037428498,0,8.83967379128019,41634.33145135995,63180.53389792535,41.98,-87.82,Greenhouse Gas
23213,2022,NEAR WEST SIDE,Multifamily Housing,65291.0,1962.0,1375288.5,7453809.6,577.1,41.86187667586901,-87.66610874337208,0,8.838890505582699,21063.982784763597,114162.89534545342,41.86,-87.67,Greenhouse Gas
22648,2022,LAKEVIEW,Multifamily Housing,52624.0,1929.0,2844688.1,1685670.2,464.2,41.93286518580667,-87.64717123094941,0,8.821070234113712,54056.858087564615,32032.346457889937,41.93,-87.65,Greenhouse Gas
22792,2022,LINCOLN PARK,Senior Living Community,191337.0,1903.0,6368652.8,15974870.2,1687.3,41.925330555308214,-87.66312243534863,0,8.818472119872267,33285.00394591741,83490.75296466444,41.92,-87.67,Greenhouse Gas
23448,2022,NEAR NORTH SIDE,Hotel,300000.0,1924.0,11399812.7,21388101.0,2637.5,41.8950523306416,-87.62417981178906,0,8.791666666666666,37999.37566666667,71293.67000000001,41.89,-87.63,Greenhouse Gas
22100,2022,WEST TOWN,K-12 School,60929.0,1896.0,1191269.1,7124600.2,535.3,41.91233061422757,-87.66864690988672,0,8.785635739959625,19551.75860427711,116932.82673275452,41.91,-87.67,Greenhouse Gas
21716,2022,EAST SIDE,K-12 School,214541.0,1957.0,6865281.7,18461741.9,1884.8,41.68810940443177,-87.53755009833142,1,8.785267151733235,31999.858768254086,86052.2785854452,41.68,-87.54,Greenhouse Gas
21538,2022,GARFIELD RIDGE,K-12 School,233791.0,1965.0,9827450.6,14173520.0,2047.2,41.7904279580333,-87.78037223622844,0,8.756538960011293,42035.19639335988,60624.746033850744,41.79,-87.79,Greenhouse Gas
23172,2022,NEAR NORTH SIDE,Office,393838.0,2000.0,26171313.4,0.0,3447.1,41.889352033013864,-87.62884885027287,0,8.752583549581301,66451.97619325713,0.0,41.88,-87.63,Greenhouse Gas
21865,2022,ARMOUR SQUARE,Convention Center,9245333.0,1971.0,447507595.0,412348801.5,80844.9,41.852799945939346,-87.62061156405707,0,8.74440109404388,48403.62104858743,44600.75169818113,41.85,-87.63,Greenhouse Gas
21395,2022,NEAR NORTH SIDE,Office,1436222.0,2009.0,92626102.1,6565977.3,12553.1,41.88896195675864,-87.63090677238614,0,8.74036186606249,64492.886266886315,4571.700823410309,41.88,-87.64,Greenhouse Gas
23778,2022,LOOP,Enclosed Mall,104652.0,2011.0,2487159.8,11052518.7,914.6,41.88539004666972,-87.61898671163952,0,8.739441195581547,23766.003516416313,105612.1115697741,41.88,-87.62,Greenhouse Gas
21017,2022,HYDE PARK,K-12 School,73984.0,1954.0,2970118.6,4798959.9,646.1,41.79852500652537,-87.59330351652744,0,8.73296929065744,40145.417928200695,64864.83428849482,41.79,-87.6,Greenhouse Gas
21535,2022,NEAR NORTH SIDE,Hotel,76800.0,1980.0,3299450.8,4439286.9,670.4,41.893469467646554,-87.62289419025899,0,8.729166666666666,42961.598958333336,57803.21484375001,41.89,-87.63,Greenhouse Gas
23326,2022,GAGE PARK,K-12 School,85400.0,2011.0,4064150.1,3328539.7,745.4,41.80106790853049,-87.70883469410418,1,8.728337236533958,47589.57962529274,38975.87470725996,41.8,-87.71,Greenhouse Gas
22226,2022,WEST TOWN,Senior Living Community,75000.0,1925.0,1806603.0,7838799.7,654.3,41.90667132947482,-87.69682455824628,0,8.723999999999998,24088.04,104517.32933333334,41.9,-87.7,Greenhouse Gas
23728,2022,LINCOLN PARK,College/University,164408.0,1967.0,4307460.3,16296567.7,1432.9,41.92418810267984,-87.65492897859191,0,8.715512627122768,26199.82178482799,99122.7172643667,41.92,-87.66,Greenhouse Gas
22002,2022,LAKEVIEW,Hospital (General Medical & Surgical),1792682.0,1908.0,66216549.3,129706831.5,15611.0,41.93645016758182,-87.65055245204128,0,8.70818137293731,36937.14183552911,72353.50803990892,41.93,-87.66,Greenhouse Gas
21065,2022,BELMONT CRAGIN,Retail Store,118221.0,2003.0,4381682.8,8507308.8,1029.0,41.91571014555266,-87.74590775451382,1,8.704037353769635,37063.48956615153,71961.06275534804,41.91,-87.75,Greenhouse Gas
22057,2022,EAST GARFIELD PARK,Multifamily Housing,69302.0,1995.0,2497630.3,5160167.6,603.1,41.88369802211018,-87.70890250016994,0,8.702490548613316,36039.80116013967,74459.14403624713,41.88,-87.71,Greenhouse Gas
20998,2022,NEAR NORTH SIDE,Medical Office,975524.0,2014.0,46719793.2,43974039.3,8489.3,41.89408538066317,-87.62040431002175,0,8.702297431944269,47891.99773660105,45077.352581791936,41.89,-87.63,Greenhouse Gas
22639,2022,NEAR SOUTH SIDE,Hotel,362462.0,2018.0,17519152.0,15934562.4,3153.9,41.85277416294525,-87.6227588470712,0,8.70132593209771,48333.76188400439,43962.02194988716,41.85,-87.63,Greenhouse Gas
22164,2022,NEAR NORTH SIDE,Multifamily Housing,108000.0,1962.0,2164329.9,12300817.1,938.4,41.907882829638254,-87.62893246184292,0,8.688888888888888,20040.091666666664,113896.45462962963,41.9,-87.63,Greenhouse Gas
20983,2022,NEAR NORTH SIDE,Hotel,63000.0,1980.0,2780493.6,3408033.5,547.2,41.89369130700822,-87.62692024021078,0,8.685714285714287,44134.81904761905,54095.769841269845,41.89,-87.63,Greenhouse Gas
21631,2022,DOUGLAS,Senior Living Community,55031.0,1976.0,1587900.4,5046199.8,477.2,41.834330015257066,-87.62317380513748,0,8.671476077120168,28854.65283204012,91697.40328178662,41.83,-87.63,Greenhouse Gas
23771,2022,NEW CITY,K-12 School,212285.0,2013.0,10090494.7,9503780.3,1833.9,41.808384423666354,-87.67756963874196,0,8.63885813882281,47532.772923192875,44768.9676613986,41.8,-87.68,Greenhouse Gas
